16
5
4
5
4
5
1
4
8
4
5
5
9
13
16
0
13
16
2
2
2
16
16
5
2
5
5
13
7
4
16
6
4
0
0
6
3
2
11
3
5
12
4
16
9
5
12
5
9
5
16
